id_election,inscrits,votants,blancs,nuls,exprimes,fiabilite,source,url,perimetre
2004_euro_t1,41518595,17752603,,,17167358,secondaire,"Wikipédia, « Élections européennes de 2004 en France », tableau des résultats nationaux (compilé à partir des résultats par circonscription du ministère de l'Intérieur) ; contrôle : Commission nationale de recensement général des votes, proclamation du 13 juin 2004, JORF n° 144 du 23 juin 2004 (https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000801771)",https://fr.wikipedia.org/wiki/%C3%89lections_europ%C3%A9ennes_de_2004_en_France,"France entière, 8 circonscriptions (dont Outre-mer) ; pas de vote des Français établis hors de France. Aucun total national officiel : la proclamation (JORF n° 144 du 23 juin 2004) arrête les résultats par circonscription et le ministère n'a pas de page France entière ; le total de Wikipédia est égal à la somme des 8 circonscriptions proclamées au JO (vérifiée) ; blancs et nuls confondus (585 245)"
2007_pres_t1,44472834,37254242,,,36719396,officielle,"Conseil constitutionnel, décision n° 2007-139 PDR du 25 avril 2007 (déclaration des résultats du 1er tour)",https://www.conseil-constitutionnel.fr/decision/2007/2007139PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision ne donne pas blancs et nuls (comptés ensemble avant 2014)"
2007_pres_t2,44472733,37342004,,,35773578,officielle,"Conseil constitutionnel, décision n° 2007-141 PDR du 10 mai 2007 (proclamation des résultats)",https://www.conseil-constitutionnel.fr/decision/2007/2007141pdr.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision ne donne pas blancs et nuls (comptés ensemble avant 2014)"
2007_legi_t1,43896043,26521824,,,26026466,officielle,"Ministère de l'Intérieur, Résultats des élections législatives, dimanche 10 juin 2007, France entière (page du ministère, copie archivée par l'Internet Archive le 13 juin 2007)",https://web.archive.org/web/20070613213509/http://www.interieur.gouv.fr:80/sections/a_votre_service/resultats-elections/LG2007/FE.html,France entière : 577 circonscriptions (métropole et outre-mer) ; pas de circonscription des Français de l'étranger avant 2012 ; résultats validés par les commissions de recensement des votes ; blancs et nuls confondus dans la source (blancs ou nuls : 495 358) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv
2007_legi_t2,35224953,21129002,,,20406442,officielle,"Ministère de l'Intérieur, Résultats des élections législatives, dimanche 17 juin 2007, France entière",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives_2007/FE.php,"France entière, circonscriptions en ballottage au 2d tour (110 élus au 1er tour) ; pas de circonscription des Français de l'étranger avant 2012 ; blancs et nuls confondus dans la source (blancs ou nuls : 722 560) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv"
2008_cant_t1,21409188,13889005,,,13333079,officielle,"Ministère de l'Intérieur, Élections cantonales 2008 – Résultats (data.gouv.fr), feuille « France entière T1T2 », tour 1",https://static.data.gouv.fr/b9/a40c29e78c4d2f7720665671e6a5c972094dc492b13e6d2de740dce2fcc937.xls,"Cantons renouvelés en mars 2008 (série sortante, 2 020 sièges) : métropole hors Paris, 4 départements d'outre-mer et Mayotte ; blancs et nuls confondus dans la source (blancs et nuls : 555 926)"
2008_cant_t2,13014376,7216063,,,6876841,officielle,"Ministère de l'Intérieur, Élections cantonales 2008 – Résultats (data.gouv.fr), feuille « France entière T1T2 », tour 2",https://static.data.gouv.fr/b9/a40c29e78c4d2f7720665671e6a5c972094dc492b13e6d2de740dce2fcc937.xls,Cantons renouvelés en 2008 ayant un 2d tour ; blancs et nuls confondus dans la source (blancs et nuls : 339 222)
2008_muni_t1,27411659,16734678,,,16068401,officielle,"Ministère de l'Intérieur, « Annexe 7 - Résultats des élections municipales 2008 », tableau « Communes de 3 500 habitants et plus France entière », Tour_1 (page archivée le 04/03/2014)",https://www.interieur.gouv.fr/archive/annexe-7-resultats-des-elections-municipales-2008,"Communes de 3 500 habitants et plus, France entière (seul total publié ; pas de total pour l'ensemble des communes, dont seul le taux de participation est donné : 66,5 %) ; métropole seule : inscrits 25 959 447, votants 15 809 116, exprimés 15 181 982 ; blancs et nuls confondus (668 407). Anomalie de la source : blancs et nuls + exprimés dépassent les votants de 2 130 (le tableau Métropole est cohérent)"
2008_muni_t2,12644221,7860413,,,7616554,officielle,"Ministère de l'Intérieur, « Annexe 7 - Résultats des élections municipales 2008 », tableau « Communes de 3 500 habitants et plus France entière », Tour_2 (page archivée le 04/03/2014)",https://www.interieur.gouv.fr/archive/annexe-7-resultats-des-elections-municipales-2008,"Communes de 3 500 habitants et plus ayant un 2d tour, France entière ; métropole seule : inscrits 11 836 957, votants 7 299 926, exprimés 7 075 082 ; blancs et nuls confondus (243 859)"
2009_euro_t1,44282823,17992161,,,17218614,officielle,"Ministère de l'Intérieur, Résultats des élections européennes 2009, France entière",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/europeennes_2009/FE.php,"France entière (8 circonscriptions, dont Outre-mer) ; pas de vote des Français établis hors de France ; résultats définitifs proclamés par la Commission nationale de recensement des votes le 11 juin 2009 ; blancs et nuls confondus dans la source (blancs ou nuls : 773 547)"
2010_regi_t1,43642325,20219958,,,19475895,officielle,"Ministère de l'Intérieur, Résultat des élections régionales 2010, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/regionales_2010/FE.php,"France entière : toutes les régions, Corse et 4 régions d'outre-mer comprises (1 880 sièges à pourvoir) ; résultats définitifs proclamés par les commissions de recensement ; blancs et nuls confondus dans la source (blancs ou nuls : 744 063)"
2010_regi_t2,43350204,22201265,,,21194314,officielle,"Ministère de l'Intérieur, Résultat des élections régionales 2010, France entière, 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/regionales_2010/FE.php,"France entière, régions ayant un 2d tour ; résultats définitifs proclamés par les commissions de recensement ; blancs et nuls confondus dans la source (blancs ou nuls : 1 006 951)"
2011_cant_t1,21295938,9439097,,,9160604,officielle,"Ministère de l'Intérieur, Élections cantonales 2011, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/cantonales_2011/FE.php,"Cantons renouvelés en mars 2011 (série sortante, 2 026 sièges) : métropole hors Paris, 4 départements d'outre-mer et Mayotte ; blancs et nuls confondus dans la source (blancs ou nuls : 278 493) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv"
2011_cant_t2,19015797,8513339,,,7909826,officielle,"Ministère de l'Intérieur, Élections cantonales 2011, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/cantonales_2011/FE.php,Cantons renouvelés en 2011 ayant un 2d tour ; blancs et nuls confondus dans la source (blancs ou nuls : 603 513) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv
2012_pres_t1,46028542,36584399,,,35883209,officielle,"Conseil constitutionnel, décision n° 2012-152 PDR du 25 avril 2012 (déclaration des résultats du 1er tour)",https://www.conseil-constitutionnel.fr/decision/2012/2012152PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision ne donne pas blancs et nuls (comptés ensemble avant 2014)"
2012_pres_t2,46066307,37016309,,,34861353,officielle,"Conseil constitutionnel, décision n° 2012-154 PDR du 10 mai 2012 (proclamation des résultats)",https://www.conseil-constitutionnel.fr/decision/2012/2012154PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision ne donne pas blancs et nuls (comptés ensemble avant 2014)"
2012_legi_t1,46082104,26369126,,,25952859,officielle,"Ministère de l'Intérieur, Législatives 2012, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/LG2012/FE.php,"France entière, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement ; blancs et nuls confondus dans la source (blancs ou nuls : 416 267) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv"
2012_legi_t2,43233648,23952486,,,23029308,officielle,"Ministère de l'Intérieur, Législatives 2012, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/LG2012/FE.php,"France entière, circonscriptions en ballottage au 2d tour, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement ; blancs et nuls confondus dans la source (blancs ou nuls : 923 178) ; autre version officielle (fichier du ministère sur data.gouv.fr) : voir totaux_officiels_variantes.csv"
2014_muni_t1,45772755,29089086,,,27493265,officielle,"Ministère de l'Intérieur, Municipales 2014, Résultats France entière, rappel des résultats du 1er tour (colonne Tous scrutins)",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/MN2014/FE.php,"France entière, tous scrutins : communes de moins de 1 000 habitants (scrutin majoritaire : inscrits 7 583 585) et de 1 000 habitants et plus (scrutin de liste : inscrits 38 189 170) ; résultats définitifs sous réserve des décisions du juge ; blancs et nuls confondus dans la source (blancs ou nuls : 1 595 821)"
2014_muni_t2,18336807,11393490,,,10986429,officielle,"Ministère de l'Intérieur, Municipales 2014, Résultats France entière, résultats du 2d tour (colonne Tous scrutins)",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/MN2014/FE.php,"France entière, tous scrutins, communes ayant un 2d tour (scrutin majoritaire : inscrits 1 409 419 ; scrutin de liste : inscrits 16 927 388) ; blancs et nuls confondus dans la source (blancs ou nuls : 407 061)"
2014_euro_t1,46544712,19747893,546601,245531,18955761,officielle,"Ministère de l'Intérieur, Européennes 2014, France entière, résultats définitifs",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/ER2014/FE.php,"France entière (8 circonscriptions), y compris les Français établis hors de France (rattachés à la circonscription Île-de-France) ; résultats définitifs proclamés par la Commission nationale de recensement des votes le 28 mai 2014"
2015_dpmt_t1,42693843,21419092,704436,342731,20371925,officielle,"Ministère de l'Intérieur, Départementales 2015, France entière, résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/departementales-2015/FE.php,"France entière : 98 départements (tous sauf Paris, Guyane et Martinique ; Rhône hors métropole de Lyon ; Mayotte comprise)"
2015_dpmt_t2,40334367,20159198,1153238,524384,18481576,officielle,"Ministère de l'Intérieur, Départementales 2015, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/departementales-2015/FE.php,"France entière, cantons ayant un 2d tour"
2015_regi_t1,45296409,22609325,544767,356288,21708270,officielle,"Ministère de l'Intérieur, Régionales 2015, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/regionales-2015/FE.php,"France entière : 12 régions de métropole continentale, Assemblée de Corse, Guadeloupe, La Réunion, assemblées de Guyane et de Martinique (Mayotte non concernée)"
2015_regi_t2,45293888,26455289,740458,547188,25167643,officielle,"Ministère de l'Intérieur, Régionales 2015, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/regionales-2015/FE.php,"France entière, régions et assemblées ayant un 2d tour"
2017_pres_t1,47582183,37003728,659997,289337,36054394,officielle,"Conseil constitutionnel, décision n° 2017-169 PDR du 26 avril 2017 ; nuls : ministère de l'Intérieur, Présidentielle 2017, France entière (https://www.archives-resultats-elections.interieur.gouv.fr/resultats/presidentielle-2017/FE.php)",https://www.conseil-constitutionnel.fr/decision/2017/2017169PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision donne les blancs mais pas les nuls : nuls relevés sur la page France entière du ministère (résultats proclamés par le Conseil constitutionnel), cohérents avec votants - blancs - exprimés"
2017_pres_t2,47568693,35467327,3021499,1064225,31381603,officielle,"Conseil constitutionnel, décision n° 2017-171 PDR du 10 mai 2017 ; nuls : ministère de l'Intérieur, Présidentielle 2017, France entière (https://www.archives-resultats-elections.interieur.gouv.fr/resultats/presidentielle-2017/FE.php)",https://www.conseil-constitutionnel.fr/decision/2017/2017171PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel) ; la décision donne les blancs mais pas les nuls : nuls relevés sur la page France entière du ministère (résultats proclamés par le Conseil constitutionnel), cohérents avec votants - blancs - exprimés"
2017_legi_t1,47570988,23167508,357018,156326,22654164,officielle,"Ministère de l'Intérieur, Législatives 2017, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives-2017/FE.php,"France entière, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2017_legi_t2,47293103,20164615,1409784,578765,18176066,officielle,"Ministère de l'Intérieur, Législatives 2017, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives-2017/FE.php,"France entière, circonscriptions en ballottage au 2d tour (4 élus au 1er tour), y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2019_euro_t1,47345328,23730740,555033,520533,22655174,officielle,"Ministère de l'Intérieur, Européennes 2019, France entière, résultats définitifs",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/europeennes-2019/FE.php,"France entière (circonscription unique), y compris les Français établis hors de France ; résultats définitifs proclamés par la Commission nationale de recensement des votes le 29 mai 2019"
2020_muni_t1,46437411,20740205,325337,566239,19848629,secondaire,"Wikipédia, « Élections municipales françaises de 2020 », tableau « Résultats nationaux » (cite les fichiers « résultats communes de 1000 et plus » et « de moins de 1000 » du ministère de l'Intérieur sur data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_municipales_fran%C3%A7aises_de_2020,"Ensemble des communes (1 000 habitants et plus : inscrits 39 458 500 ; moins de 1 000 : 6 978 911). Aucun total national publié par le ministère (pas de page France entière, ni sur le site d'archives ni dans la copie archivée du site de 2020 ; fichiers data.gouv.fr par commune et par bureau) : total compilé par Wikipédia à partir des fichiers par commune du ministère"
2020_muni_t2,16411347,6870330,114470,97015,6658845,secondaire,"Wikipédia, « Élections municipales françaises de 2020 », tableau « Résultats nationaux » (cite les fichiers du 2d tour du ministère de l'Intérieur sur data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_municipales_fran%C3%A7aises_de_2020,Ensemble des communes ayant un 2d tour (1 000 habitants et plus : inscrits 15 509 083 ; moins de 1 000 : 902 264) ; aucun total national publié par le ministère : total compilé par Wikipédia à partir des fichiers par commune du ministère
2021_dpmt_t1,,,,,,introuvable,"Ministère de l'Intérieur, communiqué « Taux de participation définitifs au premier tour : élections des 20 et 27 juin 2021 » ; data.gouv.fr, Élections départementales 2021 - Résultats du 1er tour",https://www.interieur.gouv.fr/archives/actualites/communiques-de-presse/taux-de-participation-definitifs-au-premier-tour-elections-des-20,"Aucun total national en nombres publié par le ministère : pas de page France entière, seulement le taux de participation définitif « France entière » de 33,32 % (communiqué du 22 juin 2021) et des fichiers par département, canton, commune et bureau. Somme des 96 résultats départementaux officiels (fichier resultats-par-niveau-dpt-t1, calcul non publié) : inscrits 43 250 157, votants 14 412 283, blancs 452 213, nuls 256 604, exprimés 13 703 466 (hors Paris, métropole de Lyon, Corse, Guyane, Martinique ; Mayotte et Collectivité européenne d'Alsace comprises). Wikipédia donne d'autres chiffres (43 248 887 / 14 411 774 / 13 702 980, d'après l'Observatoire des votes) : écartés"
2021_dpmt_t2,,,,,,introuvable,"data.gouv.fr, Ministère de l'Intérieur, Élections départementales 2021 - résultats du 2eme tour",https://www.data.gouv.fr/datasets/elections-departementales-2021-resultats-du-2eme-tour,"Aucun total national publié par le ministère (fichiers par département, canton, commune et bureau). Somme des 96 résultats départementaux officiels (fichier dep-resultats-par-niveau-dpt-t2, calcul non publié) : inscrits 41 822 185, votants 14 369 558, blancs 728 181, nuls 363 846, exprimés 13 277 531. Wikipédia donne d'autres chiffres (41 820 788 / 14 369 031 / 13 277 033) : écartés"
2021_regi_t1,45924359,15280100,365727,233488,14680885,secondaire,"Wikipédia, « Élections régionales françaises de 2021 », tableau des résultats nationaux (cite le site de résultats du ministère de l'Intérieur) ; contrôle : Ministère de l'Intérieur, Élections régionales 2021 - Résultats du 1er tour, fichier par région (data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_r%C3%A9gionales_fran%C3%A7aises_de_2021,"France entière : 12 régions de métropole continentale, Corse, Guadeloupe, La Réunion, assemblées de Guyane et de Martinique. Aucun total national en nombres publié par le ministère (pas de page France entière ; communiqué du 22 juin 2021 : participation définitive « France entière » 33,28 %) ; le total de Wikipédia est égal à la somme des 17 résultats régionaux officiels du ministère (fichier resultats-par-niveau-reg-t1 de data.gouv.fr, vérifiée)"
2021_regi_t2,45933566,15932659,410299,256949,15265411,secondaire,"Wikipédia, « Élections régionales françaises de 2021 », tableau des résultats nationaux ; contrôle : Ministère de l'Intérieur, Élections régionales 2021 - résultats du 2ème tour, fichier par région (data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_r%C3%A9gionales_fran%C3%A7aises_de_2021,"France entière, régions et assemblées ayant un 2d tour. Aucun total national publié par le ministère ; le total de Wikipédia est égal à la somme des 17 résultats régionaux officiels (fichier reg-resultats-par-niveau-reg-t2 de data.gouv.fr, vérifiée)"
2022_pres_t1,48747876,35923707,543609,247151,35132947,officielle,"Conseil constitutionnel, décision n° 2022-195 PDR du 13 avril 2022 (déclaration des résultats du 1er tour)",https://www.conseil-constitutionnel.fr/decision/2022/2022195PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel)"
2022_pres_t2,48752339,35096478,2233904,805249,32057325,officielle,"Conseil constitutionnel, décision n° 2022-197 PDR du 27 avril 2022 (proclamation des résultats)",https://www.conseil-constitutionnel.fr/decision/2022/2022197PDR.htm,"France entière : métropole, outre-mer et Français établis hors de France (recensement général des votes par le Conseil constitutionnel)"
2022_legi_t1,48953748,23256207,362193,149306,22744708,officielle,"Ministère de l'Intérieur, Législatives 2022, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives-2022/FE.php,"France entière, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2022_legi_t2,48589606,22464299,1239928,477288,20747083,officielle,"Ministère de l'Intérieur, Législatives 2022, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives-2022/FE.php,"France entière, circonscriptions en ballottage au 2d tour (5 élus au 1er tour), y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2024_euro_t1,49462981,25470472,346240,370459,24753773,officielle,"Ministère de l'Intérieur, Européennes 2024 - Résultats, France entière",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/europeennes2024/ensemble_geographique/index.php,"France entière (circonscription unique), y compris les Français établis hors de France ; résultats définitifs proclamés par la Commission nationale de recensement des votes"
2024_legi_t1,49332709,32908657,582908,267803,32057946,officielle,"Ministère de l'Intérieur, Législatives 2024 - Résultats, France entière, rappel des résultats du 1er tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives2024/ensemble_geographique/index.php,"France entière, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2024_legi_t2,43328508,28867759,1195089,392957,27279713,officielle,"Ministère de l'Intérieur, Législatives 2024 - Résultats, France entière, résultats du 2d tour",https://www.archives-resultats-elections.interieur.gouv.fr/resultats/legislatives2024/ensemble_geographique/index.php,"France entière, circonscriptions en ballottage au 2d tour, y compris les 11 circonscriptions des Français établis hors de France ; résultats proclamés par les commissions de recensement"
2026_muni_t1,48474213,27678488,734805,761318,26182365,secondaire,"Wikipédia, « Élections municipales françaises de 2026 », tableau « Résultats nationaux » (cite « Municipales 2026 - Résultats - Communes_2026-03-20.csv », ministère de l'Intérieur, data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_municipales_fran%C3%A7aises_de_2026,"Ensemble des communes, hors arrondissements de Paris, Lyon et Marseille, hors métropole de Lyon et hors Polynésie française (note de Wikipédia). Aucun total national publié par le ministère (site de résultats limité à la recherche par commune ; fichiers data.gouv.fr par commune et par bureau) : total compilé par Wikipédia à partir du fichier par commune du ministère"
2026_muni_t2,16879356,9625762,139617,94738,9391407,secondaire,"Wikipédia, « Élections municipales françaises de 2026 », tableau « Résultats nationaux » (cite « municipales-2026-resultats-communes-2026-03-23-16h14.csv », ministère de l'Intérieur, data.gouv.fr)",https://fr.wikipedia.org/wiki/%C3%89lections_municipales_fran%C3%A7aises_de_2026,"Communes ayant un 2d tour, mêmes exclusions qu'au 1er tour (arrondissements de Paris, Lyon et Marseille, métropole de Lyon, Polynésie française) ; aucun total national publié par le ministère : total compilé par Wikipédia à partir du fichier par commune du ministère"
